Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Payday Loan,Personal Loan,Student Loan,num_loan_types,spending_level,payment_size,Month_April,Month_August,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,debt_to_income,debt_per_loan,delay_ratio,high_utilization,age_group_young,age_group_adult,age_group_mid,age_group_senior,long_credit_history,income_delay,credit_history_per_age,total_credit_lines
31.0,95999.44,7725.953333333334,7.0,3.0,7.0,0.0,29,19.0,7.78,3.0,1,1090.59,29.652568707483645,282.0,1,0.0,131.1583048832602,380.9857711013367,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011360378768876151,343.13583333333327,3.4285714285714284,1,0.0,1.0,0.0,0.0,1,5052.602105263158,9.096774193548388,10.0
20.0,20066.6,1732.2166666666665,7.0,3.0,10.0,4.0,20,9.0,18.78,6.0,1,491.75,35.17693410241467,208.0,1,45.60538387293008,118.29339018043665,279.32289261330004,1,1,1,0,0,0,0,0,0,3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024505895368423153,122.9375,2.25,1,1.0,0.0,0.0,0.0,1,2229.6222222222223,10.4,10.0
25.0,17738.09,1384.9517786104834,7.0,7.0,21.0,5.0,59,15.0,0.63,8.0,0,2288.04,29.528435502994625,109.0,1,207.50253229255895,131.1583048832602,222.563216673546,1,0,0,0,0,0,0,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1289902125877138,457.608,3.0,1,1.0,0.0,0.0,0.0,0,1182.5393333333334,4.36,14.0
45.0,80392.84,6633.403333333333,9.0,10.0,19.0,6.0,49,23.0,10.35,9.0,0,4287.78,30.321389684106347,27.0,1,202.5662357087372,123.68359056405814,577.090507060538,1,1,1,0,1,0,1,0,1,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333534677963858,714.63,3.8333333333333335,1,0.0,0.0,1.0,0.0,0,3495.3408695652174,0.6,19.0
24.0,18963.65,1794.3041666666668,4.0,8.0,29.0,6.0,24,10.0,19.04,9.0,1,2422.18,36.504432765306774,78.0,1,64.12529496657565,42.226601117305755,323.0785205827853,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12772752080954877,403.69666666666666,1.6666666666666667,1,1.0,0.0,0.0,0.0,0,1896.3650000000002,3.25,12.0
19.0,130940.76,10918.73,3.0,4.0,12.0,0.0,1,14.0,5.29,4.0,2,1180.29,37.615059508781655,371.0,0,0.0,636.7462863237686,735.1267136762316,2,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009013923548328267,343.13583333333327,3.4285714285714284,1,1.0,0.0,0.0,0.0,1,9352.911428571428,18.6,7.0
24.0,26554.52,2114.8766666666666,4.0,3.0,20.0,3.0,25,11.0,4.7200000000000015,6.0,1,1114.46,27.548336053800146,91.0,1,62.165810455604856,26.327782669558005,362.99407354150384,1,0,0,1,1,0,0,0,0,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04196874957634331,371.4866666666667,3.6666666666666665,1,1.0,0.0,0.0,0.0,0,2414.0472727272727,3.7916666666666665,7.0
28.0,37648.1,3118.399166666667,3.0,5.0,9.0,-100.0,11,23.0,7.65,7.0,1,418.54,38.32502056070844,199.0,1,679.4240332746621,308.4674359823296,477.0778120254979,2,0,0,1,0,1,0,0,1,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.011117161291008046,-4.1854000000000005,-0.2,1,0.0,1.0,0.0,0.0,1,1636.8739130434783,7.107142857142857,8.0
44.0,18897.13,1345.7608333333335,9.0,7.0,32.0,3.0,33,23.0,26.39,10.0,0,3351.81,31.724719762452143,122.0,1,87.47634547871667,52.55523504522626,284.54450280939045,1,1,0,1,0,1,1,1,1,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1773713786167529,1117.27,7.666666666666667,1,0.0,0.0,1.0,0.0,1,821.614347826087,2.772727272727273,16.0
19.0,8409.98,553.8316666666666,3.0,7.0,18.0,2.0,13,19.0,19.45,8.0,1,910.12,32.7324712505262,112.0,1,13.641401780294633,23.080076317118458,278.66168856925356,0,0,0,0,0,1,0,1,0,3,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10821904451615819,455.06,9.5,1,1.0,0.0,0.0,0.0,0,442.63052631578944,5.894736842105263,10.0
34.0,14271.95,1433.3291666666669,6.0,6.0,16.0,2.0,51,7.0,8.8,12.0,1,1581.81,37.32885366591032,220.0,1,18.560301627769157,91.10061178061676,313.6720032582808,0,0,0,0,1,0,1,0,0,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11083348806575134,790.905,3.5,1,0.0,1.0,0.0,0.0,1,2038.8500000000001,6.470588235294118,12.0
48.0,102260.0,8580.666666666666,5.0,5.0,7.0,3.0,25,13.0,18.08,6.0,1,407.46,37.21838542123788,319.0,1,233.34450429137772,625.7825632155686,268.93959915972033,2,0,1,0,0,1,1,0,0,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039845491883434385,135.82,4.333333333333333,1,0.0,0.0,1.0,0.0,1,7866.153846153846,6.645833333333333,10.0
33.0,60417.68,5237.806666666666,5.0,4.0,18.0,1.0,17,9.0,8.3,4.0,1,1010.73,30.72129344396609,385.0,0,27.46092673718074,141.7670002662432,624.5527396632427,1,0,1,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016729043551490227,1010.73,9.0,1,0.0,1.0,0.0,0.0,1,6713.075555555555,11.666666666666666,9.0
53.0,108057.12,8786.76,1.0,4.0,9.0,4.0,6,8.0,0.92,7.0,2,173.56,29.01230636882465,243.0,0,322.80470631489,131.1583048832602,349.5067914120325,2,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016061875422924469,43.39,2.0,1,0.0,0.0,0.0,1.0,1,13507.14,4.584905660377358,5.0
14.0,18927.65,1779.3041666666668,6.0,7.0,24.0,6.0,12,15.0,3.61,12.0,1,1942.4,38.606387000693786,239.0,1,62.54025240291996,48.10410272722273,317.286061536524,0,1,0,0,1,1,0,1,1,6,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10262235406931129,323.73333333333335,2.5,1,0.0,0.0,0.0,0.0,1,1261.8433333333335,0.015515351060918328,13.0
41.0,58644.12,5014.01,6.0,5.0,21.0,2.0,29,15.0,14.5,7.0,0,2160.81,38.13610249944055,223.0,1,60.874830921193215,131.1583048832602,107.71575744833213,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03684614928146249,1080.405,7.5,1,0.0,0.0,1.0,0.0,1,3909.608,5.439024390243903,11.0
37.0,99925.17,8263.0975,4.0,7.0,2832.1599999999744,-100.0,26,8.0,4.13,4.0,1,1270.51,33.67174487238377,274.0,0,59.05297428426393,166.35280043321788,860.9039752825181,1,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01271461434591505,-12.7051,-0.08,1,0.0,0.0,1.0,0.0,1,12490.64625,7.405405405405405,11.0
33.0,22244.25,3118.399166666667,0.0,5.0,12.0,1.0,0,10.0,5.03,3.0,2,1431.94,29.46417834269554,392.0,1,16.227047813555437,128.41308649279154,336.12861569365305,2,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06437348977825731,1394.06,10.0,1,0.0,1.0,0.0,0.0,1,2224.425,11.878787878787879,5.0
53.0,87017.92,7397.493333333333,2.0,4.0,5.0,2.0,0,9.0,11.5,6.0,2,64.67,33.45754820666019,248.0,0,107.89114680835056,276.0856229480446,605.7725635769383,0,0,0,1,1,0,0,0,0,3,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007431802552853482,32.335,4.5,1,0.0,0.0,0.0,1.0,1,9668.657777777778,4.679245283018868,6.0
22.0,37648.1,6966.9749999999985,2.0,2.0,7.0,0.0,15,11.0,5.6,3.0,2,1457.34,32.343586568249066,221.64739298925488,0,0.0,236.993031972498,709.704468027502,2,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03870952318974928,343.13583333333327,3.4285714285714284,1,1.0,0.0,0.0,0.0,1,3422.5545454545454,10.074881499511585,4.0
25.0,40193.94,3403.495000000001,4.0,1.0,6.0,4.0,6,1.0,7.4,1.0,2,967.5,32.80622650970217,221.64739298925488,0,84.36453064788138,318.72557407576767,207.259395276351,2,0,0,0,0,0,1,1,0,3,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024070792761296853,241.875,0.25,1,1.0,0.0,0.0,0.0,1,40193.94,8.865895719570196,5.0
29.0,85486.14,7411.845,7.0,791.0,13.0,3.0,24,6.0,5.01,3.0,1,380.26,38.51767561508997,319.0,1,177.17243037944604,51.35199904704476,752.6600705735092,1,0,0,0,0,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00444820645779538,126.75333333333333,2.0,1,0.0,1.0,0.0,0.0,1,14247.69,11.0,798.0
33.0,32910.92,2895.5766666666664,281.0899999999856,4.0,1.0,1.0,7,9.0,4.55,3.0,2,1028.67,26.48554263857573,296.0,1,25.590899970790066,111.24554446980362,422.72122222607294,2,0,1,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125619095424862,1028.67,9.0,1,0.0,1.0,0.0,0.0,1,3656.768888888889,8.969696969696969,1144.0299999999952
28.0,65500.84,5457.403333333333,4.0,3.0,18.0,4.0,6,13.0,4.26,4.0,1,1088.57,30.99646619910446,388.0,0,197.56708563992424,144.38084163545523,453.79240605795377,1,1,0,0,0,0,0,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016619176181557366,272.1425,3.25,1,0.0,1.0,0.0,0.0,1,5038.526153846154,13.857142857142858,7.0
15.0,37648.1,3118.399166666667,6.0,6.0,28.0,7.0,38,14.0,9.67,11.0,1,2358.57,27.706041107202267,97.0,1,48.0947119375295,93.47178834802224,240.5997080477816,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626477830222508,336.93857142857144,2.0,1,0.0,0.0,0.0,0.0,0,2689.15,6.466666666666667,12.0
36.0,16341.075,1292.75625,4.0,4.0,6.0,2.0,8,19.0,11.63,4.0,1,684.05,33.800944047910896,204.0,1,16.960460461757126,150.94323915625483,251.3719253819881,1,1,0,0,0,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04186077109370099,342.025,9.5,1,0.0,0.0,1.0,0.0,1,860.0565789473685,5.666666666666667,8.0
41.0,147781.64,12090.136666666667,0.0,4.0,4.0,0.0,7,6.0,11.83,3.0,2,484.81,29.742662175339376,225.0,0,11447.0,493.830807266358,975.1828594003086,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003280583433774317,343.13583333333327,3.4285714285714284,1,0.0,0.0,1.0,0.0,1,24630.273333333334,5.487804878048781,4.0
32.0,37648.1,4016.3425,6.0,10.0,26.0,5.0,27,15.0,4.99,8.0,0,2620.12,23.470235746023928,116.0,1,172.0831023313498,107.38522396813676,372.16592370051353,1,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06959501276292827,524.024,3.0,1,0.0,1.0,0.0,0.0,0,2509.8733333333334,3.625,16.0
33.0,17774.97,1281.1849813547908,6.0,9.0,33.0,9.0,55,25.0,28.740099999999984,13.0,0,3183.68,38.50080934564382,124.0,1,78.77269746366139,114.628556869174,161.98601431237404,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1791102882311475,353.7422222222222,2.7777777777777777,1,0.0,1.0,0.0,0.0,1,710.9988000000001,3.757575757575758,15.0
23.0,155955.8,12806.316666666666,5.0,3.0,2.0,2.0,2,5.0,9.32,3.0,1,233.93,35.39246990959171,290.0,0,130.7253093174342,634.9840865019539,794.9222708472785,2,0,0,0,0,0,0,1,1,3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014999762753292922,116.965,2.5,1,1.0,0.0,0.0,0.0,1,31191.159999999996,12.608695652173912,8.0
47.0,37648.1,5975.075,5.0,5.0,13.0,0.0,25,14.0,11.21,6.0,1,1471.3,25.986714811424697,267.0,1,0.0,416.6301598916663,450.87734010833384,1,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039080325434749694,343.13583333333327,3.4285714285714284,1,0.0,0.0,1.0,0.0,1,2689.15,5.680851063829787,10.0
40.0,19227.17,1371.2641666666666,9.0,9.0,23.0,4.0,41,14.0,15.61,7.0,0,1544.26,38.85075770837462,204.0,1,36.95983374736493,115.17744749385572,264.989135425446,0,0,0,0,1,0,1,1,1,5,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08031655204588091,386.065,3.5,1,0.0,0.0,1.0,0.0,1,1373.3692857142855,5.1,18.0
31.0,117566.96,9813.246666666668,3.0,6.0,2094.0,1.0,27,8.0,16.54,3.0,1,1251.06,30.656269875765496,333.0,1,90.968958232902,229.12468295438683,901.231025479378,2,0,0,1,0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010641254992048786,1251.06,8.0,1,0.0,1.0,0.0,0.0,1,14695.87,10.741935483870968,9.0
47.0,54936.2,3118.399166666667,4.0,3.0,6.0,4.0,20,13.0,6.9,2.0,1,1142.13,39.70014839268529,337.0,1,131.6163785942891,173.34709561203815,387.03819246033936,1,1,0,0,0,0,0,0,1,3,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020790116535180814,285.5325,3.25,1,0.0,0.0,1.0,0.0,1,4225.861538461539,7.170212765957447,7.0
22.0,55188.52,4876.043333333333,5.0,4.0,8.0,0.0,28,16.0,9.37,4.0,1,299.91,31.32315887043909,257.0,0,0.0,171.5844688498467,576.0198644834868,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434282347125816,343.13583333333327,3.4285714285714284,1,1.0,0.0,0.0,0.0,1,3449.2825,11.681818181818182,9.0
29.0,18002.675,3118.399166666667,6.0,3.0,10.0,3.0,27,12.0,0.94,6.0,2,698.05,31.935603310562954,338.0,0,34.03249572465915,120.29154008773136,268.6982558542761,2,0,0,1,0,0,0,1,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038774793190456416,232.6833333333333,4.0,1,0.0,1.0,0.0,0.0,1,1500.2229166666666,11.655172413793103,9.0
26.0,14058.75,1367.5625,7.0,4.0,16.0,5.0,26,17.0,0.89,9.0,1,1977.54,32.763816065769944,125.0,1,45.94205730482812,137.69732247527972,243.11687021989212,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14066257668711657,395.508,3.4,1,0.0,1.0,0.0,0.0,1,826.9852941176471,4.8076923076923075,11.0
46.0,71734.24,5906.8533333333335,8.0,10.0,34.0,4.0,29,26.0,2.54,6.0,1,2290.25,36.51940766596717,67.0,1,219.4354268604336,83.37283014130423,537.8770763315955,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031926873414982855,572.5625,6.5,1,0.0,0.0,1.0,0.0,0,2759.009230769231,1.4565217391304348,18.0
43.0,15302.74,1408.2283333333332,10.0,10.0,2832.1599999999744,5.0,34,19.0,22.23,6.0,0,4620.45,37.408854449488075,158.0,1,62.48154696519297,103.5600798456366,244.78120652250377,0,1,1,1,1,0,0,0,0,5,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3019361238575575,924.0899999999999,3.8,1,0.0,0.0,1.0,0.0,1,805.4073684210526,3.6744186046511627,20.0
30.0,14239.41,1255.6175,5.0,3.0,7.0,2.0,16,13.0,17.01,10.0,1,55.46,32.587063899486004,160.0,1,18.467494165697087,144.06230246000655,253.0319533742964,1,0,0,0,0,0,0,1,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.003894824293984091,27.73,6.5,1,0.0,1.0,0.0,0.0,1,1095.3392307692307,5.333333333333333,8.0
16.0,35940.36,2781.03,6.0,7.0,32.0,6.0,55,15.0,2.29,12.0,0,2694.55,35.371564781250356,219.0,1,107.4893653865092,161.8730266478405,278.7406079656503,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07497281607641104,449.0916666666667,2.5,1,0.0,0.0,0.0,0.0,1,2396.024,13.6875,13.0
35.0,37648.1,4997.6475,8.0,10.0,18.0,5.0,40,22.0,13.27,9.0,1,2240.52,34.48871786410878,206.0,1,183.41302945599608,179.03981429357776,407.3119062504262,0,1,0,0,1,0,1,1,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059512166616642014,448.104,4.4,1,0.0,1.0,0.0,0.0,1,1711.2772727272727,5.885714285714286,18.0
27.0,121948.8,3118.399166666667,7.0,3.0,7.0,2.0,31,17.0,13.56,6.0,1,514.91,30.005060919090237,236.0,1,193.5377258949348,434.70021019437314,640.102063910692,0,1,0,0,0,0,1,0,0,3,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004222345771340103,257.455,8.5,1,0.0,1.0,0.0,0.0,1,7173.458823529412,8.74074074074074,10.0
27.0,37648.1,7270.846666666667,3.0,3.0,1.0,3.0,0,7.0,10.9,4.0,2,964.15,24.272411444243406,201.0,0,157.9707494237666,211.7132018318456,607.4007154110545,2,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025609526111543476,321.3833333333333,2.3333333333333335,1,0.0,1.0,0.0,0.0,1,5378.3,7.444444444444445,6.0
20.0,18120.72,1322.0600000000004,6.0,848.0099999999984,18.0,3.0,9,10.0,17.3,4.0,1,2434.15,24.558398109308317,164.0,1,29.48997522001307,131.1583048832602,315.960784654498,1,1,0,0,0,0,1,0,0,3,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1343296513604316,811.3833333333333,3.3333333333333335,1,1.0,0.0,0.0,0.0,1,1812.0720000000001,8.2,1144.0299999999952
2253.0,128919.96,10511.33,0.0,3.0,10.0,-100.0,12,15.0,5.9,3.0,1,579.15,32.72490765299081,221.64739298925488,0,211.66336630523205,209.94451865324555,869.5251150415223,0,0,0,0,1,0,0,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004492322212945148,-5.7915,-0.15,1,0.0,0.0,0.0,0.0,1,8594.664,0.09837878073202613,3.0
26.0,37648.1,3118.399166666667,9.0,6.0,32.0,9.0,30,17.0,3.43,9.0,0,4161.42,40.06229122758969,46.0,1,214.3342971261814,131.1583048832602,249.65781540186765,1,1,1,0,1,1,1,1,0,7,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11053466177576027,462.38,1.8888888888888888,1,0.0,1.0,0.0,0.0,0,2214.5941176470587,1.7692307692307692,15.0
19.0,20978.49,1853.2075,6.0,10.0,20.0,3.0,29,14.0,12.32,8.0,1,2305.13,35.14427981514543,94.0,1,28.452847533998177,78.17822255162427,368.6896799143776,0,0,1,1,0,1,0,0,0,4,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10988064441244341,768.3766666666667,4.666666666666667,1,1.0,0.0,0.0,0.0,0,1498.4635714285716,4.947368421052632,16.0
39.0,41802.42,3731.535,10.0,8.0,21.0,8.0,46,18.0,2.0500000000000007,13.0,0,4477.94,33.890332307128354,55.0,1,260.99044042775563,31.352876967075304,320.81018260516913,0,0,0,0,0,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10712154942225832,559.7425,2.25,1,0.0,0.0,1.0,0.0,0,2322.3566666666666,1.4102564102564104,18.0
43.0,59907.78,4851.315,5.0,3.0,12.0,2.0,31,14.0,11.23,0.0,1,719.35,32.667290565878126,360.0,0,67.25811455191668,50.48493286684664,607.3884525812366,1,0,0,0,0,1,0,1,0,3,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012007622382268213,359.675,7.0,1,0.0,0.0,1.0,0.0,1,4279.127142857143,8.372093023255815,8.0
